area,city,country,hotel_star_rating,latitude,longitude,mmt_location_rating,mmt_review_count,mmt_review_score,mmt_traveller_type_review_count,mmt_tripadvisor_count,property_address,property_id,property_name,property_type,room_types,site_review_rating,traveller_rating,uniq_id,Location,Hospitality,Facilities,Cleanliness,Value for Money,Food
"Sector 38, Gurgaon",New Delhi And NCR,Hotel,2,28.437758,77.042617,0,0.0,0.0,0,0.0,"Plot no.-30-31, Nr Alpine Convent School, Adjacent to Medanta Hospital, Sector 38, Gurgaon Sector 38, Gurgaon",201512301249203066,CUBE Medanta,Hotel,Hotel,0.0,0,59c4775bc9009a77f88a7b48f6d58deb,0.0,0.0,0.0,0.0,0.0,0.0
DLF Cyber City,New Delhi And NCR,Hotel,3,28.4932201,77.08689049999998,0,0.0,0.0,0,0.0,"Raj Darbar, L1/19 Dlf City Phase 2 DLF Cyber City",201605311831395039,FabHotel MG Road Iffco Chowk,Hotel,Hotel,0.0,0,b17d08307e39c5204c7bad858ab68c91,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,House Number 227 sector19 opposite vardhamaan m,201601231420391176,Madhusudan Homestays,Hotel,Hotel,0.0,0,f8a8b14ad285dd8c22af5a1f1e62400f,0.0,0.0,0.0,0.0,0.0,0.0
Noida,New Delhi And NCR,Hotel,2,28.555576,77.152863,0,0.0,0.0,0,0.0,C-74 SECTOR-50 Noida,20120131111409538,Grand Divine,Hotel,Hotel,0.0,0,0a484372bf8f3bc50aad57d9015c7a57,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,3,0.0,0.0,0,0.0,0.0,0,0.0,Dlf Phase III Gurgaon,201512281035499578,Begonia Guest House,Hotel,Hotel,0.0,0,c961d3b2754ecd2669f22f287c67ec7b,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,2,28.516703,77.473018,0,0.0,0.0,0,0.0,"Main Noida Dadri Road , Mahamedha Bank Street , Near HDFC Bank Surajpur , Greater Noida",201409201309454739,Jai Krish Guest House,Hotel,Hotel,0.0,0,974b27574ffa3294f3eaf4678d07e48e,0.0,0.0,0.0,0.0,0.0,0.0
Gurgaon,New Delhi And NCR,Hotel,1,28.493447,77.105938,0,0.0,0.0,0,0.0,"Moulsari Avenue DLF Phase 3,Gurgaon",201203031411465232,Hotel Manat Boutique,Hotel,Hotel,0.0,0,1ac3169f837440fb0c7fc922b0bb952d,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,1,28.54721,77.250813,0,0.0,0.0,0,0.0,Gurudas Bhavan Nehru Place,201410281913516108,Maple Place,Hotel,Hotel,0.0,0,f7ee523b60579333fb55ea4a901efbd1,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,1,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,"5614, Basant Rd, Pahar Ganj New Delhi, Delhi",201412292001456358,Hotel Shalimar,Hotel,Hotel,0.0,0,ecfb206d9e04bae3aca8e2ae43d4f631,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,1,0.0,0.0,0,0.0,0.0,0,0.0,3056/57 Galli No 1 Chuna Mandi Bunke Bihari Paharganj,201605231344592135,Hotel Diamond Paharganj,Hotel,Hotel,0.0,0,95dcf3468914ac6962904fe74796ce61,0.0,0.0,0.0,0.0,0.0,0.0
Thane,Mumbai,Hotel,3,19.263455,72.96579,0,0.0,0.0,0,0.0,"Bhakti park,Ghodbunder Rd,Anand Nagar,Thane West,Thane Thane West",201603151118505373,Treebo Blossom,Hotel,Hotel,0.0,0,25103d1c533ecbc173ba498e043b6fd5,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,2,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,"9 , Church Lane Mall Road",201411051429311243,Sara Greens,Hotel,Hotel,0.0,0,16b0793514329471659905a0e013c9be,0.0,0.0,0.0,0.0,0.0,0.0
"DLF Phase - 1, Gurgaon",New Delhi And NCR,Hotel,3,28.47872901711573,77.09643110504157,0,0.0,0.0,0,0.0,"H-35/8 DLF City Phase 1 DLF Phase - 1, Gurgaon",201604172147412720,Room in a Villa BNB Homestay,Hotel,Hotel,0.0,0,794dacaef2b171ba63431a7bdfe0d9ab,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,2,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,A 6 Sector 55 Gurgaon,201409201502064938,Rose Villa Gurgaon,Hotel,Hotel,0.0,0,26789af62c82374939baee8047ce2199,0.0,0.0,0.0,0.0,0.0,0.0
Nehru Place,New Delhi And NCR,Hotel,4,28.555497,77.275515,0,0.0,0.0,0,0.0,"198, Sukhdev Vihar, Okhla, New Delhi, Delhi Nehru Place",201606081448274268,Treebo Amber,Hotel,Hotel,0.0,0,346702159008c4bacc8fd6cd67dcd730,0.0,0.0,0.0,0.0,0.0,0.0
New Delhi And NCR,New Delhi And NCR,Hotel,2,0.0,0.0,0,0.0,0.0,Family:0|Couple:0|Solo:0|Friends:0|Business:0,0.0,1/1012 shastri nagar new delhi,20160114104542285,Comfort inn,Hotel,Hotel,0.0,0,239b3855fd32a9aec328ea94fa1ee8a6,0.0,0.0,0.0,0.0,0.0,0.0
"Ajmal Khan Rd, New Delhi",New Delhi And NCR,Hotel,3,28.61394,77.20902,0,0.0,0.0,0,0.0,"176P, Sector-38 Near Medicity Ajmal Khan Rd, New Delhi",201603101244522690,Hotel Divine Residency,Hotel,Hotel,0.0,0,f46f489305eabe2a4f5379be8bf2398c,0.0,0.0,0.0,0.0,0.0,0.0
Bandhavgarh National Park,Bandhavgarh,Hotel,4,23.664873,80.925137,0,0.0,4.9,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},10.0,"Bandhavgarh National Park , Gadawah Village, Post Parasi, District Umaria",201509151120509823,The Roaring Salvan County,Hotel,Hotel,0.0,0,03ab5255ae7ff2c16e147a704dbbed7c,0.0,0.0,0.0,0.0,0.0,0.0
Badrinath,Badrinath,Hotel,3,30.746814,79.495092,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},15.0,"Near bus terminal badrinath chamoli ,",200709241957282602,Narayan Palace,Hotel,Hotel,0.0,0,51b9fd9e55bca4c5086e72f74247cd14,0.0,0.0,0.0,0.0,0.0,0.0
Azamgarh,Azamgarh,Hotel,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Civil Line Roadways , Azamgarh",201502101710152903,Raj Guest House,Hotel,Hotel,0.0,0,33c5bdea7b051737094fa87aaf54bf70,0.0,0.0,0.0,0.0,0.0,0.0
Badrinath,Badrinath,Hotel,2,0.0,0.0,0,0.0,4.2,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},12.0,"Badrinath ,",200701221043491829,Hotel Snow Crest,Hotel,Hotel,0.0,0,0ce1642f9022fd00fe58314d4985ce42,0.0,0.0,0.0,0.0,0.0,0.0
Bakkhali,Bakkhali,Hotel,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Bakkhali, Laxmipur, South 24Pgs ,",201411181704066286,Hotel Moumita,Hotel,Hotel,0.0,0,d010573e54505a5ad3668987fe34d0d5,0.0,0.0,0.0,0.0,0.0,0.0
Bagalkot,Bagalkot,Hotel,1,16.159867,75.668126,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"sector no 22 Navanagar Near navanagar bus stand Navanagar Bagalkot 587103 Taluk Dist Bagalkot ,",201412012055303974,Hotel Akshaya International,Hotel,Hotel,0.0,0,586c40c221bcd06fdb2ccfdaf7746fce,0.0,0.0,0.0,0.0,0.0,0.0
Balasore,Balasore,Hotel,1,21.410884,86.729949,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Panchalingeswar ,",20151211153911447,GuruShakti Hotel,Hotel,Hotel,0.0,0,6762183f2f0d1a85cb2b461867481d6e,0.0,0.0,0.0,0.0,0.0,0.0
SOLAN,Baddi,Hotel,3,20.0,13.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"VILL JHARMAJRI TEHCIL BADD , SOLAN",201512151617212731,The Grand Hotel,Hotel,Hotel,0.0,0,4455fa9c76f964672bbae15890f060e7,0.0,0.0,0.0,0.0,0.0,0.0
Ayodhya,Ayodhya,Hotel,1,26.805743,82.213619,0,0.0,4.8,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},24.0,"Naya Ghat,Near Ram katha Park ,",2014101718232826,Ramprastha Hotel,Hotel,Hotel,0.0,0,76cc85484d5e4fa55040a7dfcf9703c0,0.0,0.0,0.0,0.0,0.0,0.0
Balaghat,Balaghat,Hotel,1,21.811702,80.190615,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},5.0,"CH Road, Prem Ngar, Balaghat ,",201412111256453128,Hotel Mallikarjun International,Hotel,Hotel,0.0,0,03a942cf1bbb88e959ff301ccf761b4d,0.0,0.0,0.0,0.0,0.0,0.0
Plot No. 834,Badrinath,Hotel,3,30.737231,79.494233,0,0.0,4.5,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},78.0,"Plot No. 834, Badrinath , Badrinath",200705241353443875,Sarovar Portico Badrinath,Hotel,Hotel,0.0,0,dfd71d47f2797a30439951ca34c9e3d3,0.0,0.0,0.0,0.0,0.0,0.0
Azamgarh,Azamgarh,Hotel,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Takiya, Azamgarh Ho, Near Muslim Khana, Azamgarh ,",201412041755068973,Sangam Guest House,Hotel,Hotel,0.0,0,2e15cf5bae31801457883db2cb4f8cd6,0.0,0.0,0.0,0.0,0.0,0.0
PO Lakshmipur-Prabartak,Bakkhali,Hotel,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Bakkhali chowrasta , PO Lakshmipur-Prabartak",201501121754213071,Om Tower Guest House,Hotel,Hotel,0.0,0,c51d0f6253420abc425aab3c4fb5cc5c,0.0,0.0,0.0,0.0,0.0,0.0
Azamgarh,Azamgarh,Lodge,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Roadways, Azamgarh ,",201501201631185216,Baba Lodge,Lodge,Lodge,0.0,0,6d9602e29975f429fcad6abce5fe538e,0.0,0.0,0.0,0.0,0.0,0.0
"TEHSIL BADDI, SOLAN",Baddi,Hotel,3,30.9351,76.7846,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"NH 21 A , SANDHOLI, , TEHSIL BADDI, SOLAN",201505231030437223,Hotel Clarks International,Hotel,Hotel,0.0,0,e1dfa08f762b9df83d0b9e811a78924b,0.0,0.0,0.0,0.0,0.0,0.0
Umaria,Bandhavgarh,Hotel,3,23.524379,80.828194,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},2.0,"Station Road, Umaria , Station Road",201406061229132341,Hotel Bandhavgarh Palace,Hotel,Hotel,0.0,0,235d0576b22b6cc3ac377a73de499653,0.0,0.0,0.0,0.0,0.0,0.0
Bahadurgarh,Bahadurgarh,Hotel,1,28.714892,76.888939,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Delhi Rohtak, Bahadurgarh ,",201410301158016132,Hotel VC,Hotel,Hotel,0.0,0,eeafc9aa017d43034baf6d71e6991055,0.0,0.0,0.0,0.0,0.0,0.0
"Parasi, Village Gadawah",Bandhavgarh,Hotel,4,0.0,0.0,4,1.0,4.0,Families:0|Couples:1|Business:0|Solo:0|Friends:0,6.0,"Parasi, Village Gadawah, District Umaria , Parasi, Village Gadawah",201406191859078538,Jukaso Salvan Resort,Hotel,Hotel,0.0,Location:4/5 | Hospitality:5/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:5/5 | Food:4/5,c0f69912e409b8da31a2c5e37d0537b1,4.0,5.0,4.0,4.0,5.0,4.0
Bahraich,Bahraich,Hotel,1,0.0,0.0,4.8,4.0,4.3,Families:0|Couples:2|Business:0|Solo:0|Friends:0,5.0,"Civil Lines Near Telephone Exchange Bahraich ,",201411282313282382,Hotel Harsh Regency,Hotel,Hotel,0.0,Location:4.8/5 | Hospitality:4.2/5 | Facilities:4.2/5 | Cleanliness:4.8/5 | Value for Money:4.2/5 | Food:4.2/5,dc5a3839904ed2a25cd362187c0438ca,4.8,4.2,4.2,4.8,4.2,4.2
"Road, Kameda, Gauchar Badrinath",Badrinath,Hotel,1,30.28762,79.152642,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,9.0,"Road, Kameda, Gauchar Badrinath , Road, Kameda, Gauchar Badrinath",201412091625374773,Hotel AR Resort,Hotel,Hotel,0.0,0,5d569ec9c0cb7dbb5b584729f4c43bce,0.0,0.0,0.0,0.0,0.0,0.0
"Hanuman Chowk,Circuit House Area,Ambedkar Chawk",Balaghat,Hotel,2,21.812634766766188,80.18992244243623,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,2.0,"HOTEL KALASH, CIRCUIT HOUSE ROAD, AZAD CHOWK, OPPOSITE HIMALAYA TAYLORS, AZAD CHOWK. , ROAD",201512071439407882,HOTEL KALASH,Hotel,Hotel,0.0,0,6f9b6246252875a1e91b31b6f0b456c2,0.0,0.0,0.0,0.0,0.0,0.0
APMC circle Bagalkot,Bagalkot,Hotel,1,16.158843,75.676462,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Opp APMC yard Near DC , APMC circle Bagalkot",201512192225543545,Hotel Hari Priya International,Hotel,Hotel,0.0,0,efed8f35ec60c05e72b7d88d36ba2cc6,0.0,0.0,0.0,0.0,0.0,0.0
Village - Malpur & Baddi,Baddi,Hotel,3,30.924766,76.797238,5,1.0,4.6,Families:0|Couples:0|Business:0|Solo:0|Friends:0,3.0,"NH-21A Pinjore Baddi Road (Baddi) Distt. Solan Himachal Pradesh , Saraj Magra,Disst,Solan NH-21A",201411141651019960,MG Regency,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:4/5 | Cleanliness:4/5 | Value for Money:5/5 | Food:5/5,23843c04360d4f30e5122dad26896f4b,5.0,5.0,4.0,4.0,5.0,5.0
Aurangabad,Aurangabad,Hotel,1,0.0,0.0,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Dr Bhapkar Marg, Near RTO Office, Railway Station ,",201604281855142212,Hotel Ranjit,Hotel,Hotel,0.0,0,ae51660cca23363aaed5981224010b9c,0.0,0.0,0.0,0.0,0.0,0.0
Badami,Badami,Hotel,1,15.91589,75.664711,0,0.0,0.0,Families:0|Couples:0|Business:0|Solo:0|Friends:0,98.0,"Ramdurg Road, Badami , Badami",201411052107133048,Krishna Heritage,Hotel,Hotel,0.0,0,9cd5e1fc7a0b5b53b3f648d6b8729a56,0.0,0.0,0.0,0.0,0.0,0.0
OLD TRUNCK ROAD,Balasore,Hotel,1,21.499561,86.923108,0,0.0,0.0,Families:|Couples:|Business:|Solo:|Friends:,0.0,"Hotel Barjorjis Banjara , OLD TRUNCK ROAD",201512071303442948,BARJORJIS BANJARA,Hotel,Hotel,0.0,0,3bcee40b42aad73125e47e6492728782,0.0,0.0,0.0,0.0,0.0,0.0
Durga Mandap,Balangir,Hotel,4,20.707296,83.49009,5,2.0,4.6,Families:0|Couples:0|Business:0|Solo:1|Friends:0,9.0,"Shiv Durga Complex,Sambalpur Road , Sambalpur Road",201407061637524224,Hotel Bhammar's,Hotel,Hotel,0.0,Location:5/5 | Hospitality:5/5 | Facilities:4.5/5 | Cleanliness:5/5 | Value for Money:5/5 | Food:4/5,14e040bd8a0f6d98c439fe47172b3361,5.0,5.0,4.5,5.0,5.0,4.0
Pinjore Nalagad Road,Baddi,Hotel,3,30.980313,76.753362,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},7.0,"Vill Kishanpura , Baddi Nalagarh Road",201301041111021681,Hotel Le Mariet,Hotel,Hotel,0.0,0,ab1c759441034073cb8282d155a30141,0.0,0.0,0.0,0.0,0.0,0.0
Bageshwar,Bageshwar,Hotel,1,29.72279,80.026427,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Kausani , Bageshwar",201501191424043959,Mystic Mountains Kausani,Hotel,Hotel,0.0,0,894d96e67d041ccca4f95d7c96a277d8,0.0,0.0,0.0,0.0,0.0,0.0
Aurangabad,Aurangabad,Hotel,1,20.494841,75.722158,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Ajanta Caves To Aurangabad Hig , Balapur Area, Ajanta Caaves",201603111737041222,Hotel View point,Hotel,Hotel,0.0,0,94dfb41d9e2c1621dfac70b29a7b0d51,0.0,0.0,0.0,0.0,0.0,0.0
Hanuman Chowk,Balaghat,Hotel,1,21.8117,80.1939,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"hanuman chowk , circuit house road",201410271820028148,Vaidya Regency,Hotel,Hotel,0.0,0,552f8cfd11aa3ca23175c9bb82fa5ff4,0.0,0.0,0.0,0.0,0.0,0.0
Village - Malpur & Baddi,Baddi,Hotel,3,30.951836,76.773809,0,0.0,4.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},80.0,"Village Malpur, Tehsil Baddi , Tehsil Baddi",201004191258392313,Legend Sarovar Portico,Hotel,Hotel,0.0,0,a08a9f19ce2e3460c8e7a5f6aa2e16d9,0.0,0.0,0.0,0.0,0.0,0.0
"Village Kuchwahi, Bandhavgarh National Park",Bandhavgarh,Hotel,1,23.726844,81.035958,0,0.0,4.8,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},135.0,"Deori Dol, Bijhariya Road , Village Kuchwahi, Bandhavgarh National Park",201409031311482009,Aranyak Resort,Hotel,Hotel,0.0,0,1b0d4e5c8e2ecb5cb1e3ac658d4be035,0.0,0.0,0.0,0.0,0.0,0.0
Bakkhali,Bakkhali,Hotel,1,21.564574,88.263913,0,0.0,5.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"bakkhali, south 24 pgns ,",201501061611202905,HOTEL CHUTTI,Hotel,Hotel,0.0,0,4f5931dabe33bee9ab7b3883c1ffc608,0.0,0.0,0.0,0.0,0.0,0.0
Bandhavgarh,Bandhavgarh,Hotel,3,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Ranchha RoadDist Umaria,Bandhavgarh National park ,",201604231226374267,V Resort Tigergarh,Hotel,Hotel,0.0,0,1ae551408d7de7881d97e70da9d2cea6,0.0,0.0,0.0,0.0,0.0,0.0
Bandhavgarh,Bandhavgarh,Hotel,4,23.725343,81.022845,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},6.0,"5/1 kh, Tala Camp,Ranchha Road , Bandhavgarh",20141227135715730,Tala Camp,Hotel,Hotel,0.0,0,ffdfe1543f4fe799a3a813cbe245b787,0.0,0.0,0.0,0.0,0.0,0.0
Bahadurgarh,Bahadurgarh,Hotel,1,28.73118,76.848562,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Asauda Turn, Delhi Rohtak Road,Bahadurgarh ,",201410302312289002,Funtown Hotel,Hotel,Hotel,0.0,0,b44c54fe2bbb9b03e28e20950b33146e,0.0,0.0,0.0,0.0,0.0,0.0
Bakkalingayapally,Bakkhali,Hotel,1,21.564007,88.264641,0,0.0,3.4,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},13.0,"Laxmipur, P.O : Laxmipur Prabartak , Frasarganj Coastal , Dist 24 PGS S",201409242049164541,Amarabati,Hotel,Hotel,0.0,0,0fabe9aaaa1410f210ec520d7d008e61,0.0,0.0,0.0,0.0,0.0,0.0
Balaghat,Balaghat,Hotel,3,21.812604,80.192513,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},1.0,"CIRCUIT HOUSE ROAD ,BALAGHAT , CIRCUIT HOUSE ROAD ,BALAGHAT",20151207134932540,HOTEL GULMOHAR INN,Hotel,Hotel,0.0,0,bae953dbbc9eaf0c4078773bb1cad14a,0.0,0.0,0.0,0.0,0.0,0.0
south 24 pgns,Bakkhali,Hotel,1,0.0,0.0,0,0.0,0.0,Families:{{ratingSummaryInfo.miscMap['family']}}|Couples:{{ratingSummaryInfo.miscMap['couple']}}|Business:{{ratingSummaryInfo.miscMap['business']}}|Solo:{{ratingSummaryInfo.miscMap['solo']}}|Friends:{{ratingSummaryInfo.miscMap['friends']}},0.0,"Bakkhali Frezerganj , south 24 pgns",201501121809587587,Swarna Bishnu Awasan,Hotel,Hotel,0.0,0,74fb3050d193e704bf77eae6cbfaa9b0,0.0,0.0,0.0,0.0,0.0,0.0
